Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Timestamp (s),steering (°),TI core temp (C)
a0,3a,e8,c0,0,f0,1d,46,284.314957,174.3814602418604,17.6367104
27,43,ef,c0,0,f0,1d,46,284.364962,174.45864005581393,17.6367104
54,c7,f2,c0,0,f0,1d,46,284.414963,174.49722619534884,17.6367104
73,b6,e4,c0,0,f0,1d,46,284.464966,174.3428741023256,17.6367104
bf,29,da,c0,0,f0,1d,46,284.514967,174.22710814883726,17.6367104
65,21,d3,c0,0,f0,1d,46,284.564964,174.14993586976743,17.6367104
bf,29,da,c0,0,f0,1d,46,284.614977,174.22710814883726,17.6367104
48,f0,3,c1,0,f0,1d,46,284.664981,174.6855306418605,17.6367104
31,2e,2,c1,0,f0,1d,46,284.714984,174.66623748837208,17.6367104
48,f0,3,c1,0,f0,1d,46,284.76499,174.6855306418605,17.6367104
44,69,33,c1,0,f0,1d,46,284.81499,175.20646973023258,17.6367104
74,b2,5,c1,0,f0,1d,46,284.864993,174.70482731162792,17.6367104
a,12,20,c1,0,f0,1d,46,284.914997,174.994234827907,17.6367104
99,75,f9,c2,0,f0,1d,46,286.465102,180.18895361860461,17.6367104
80,e0,fb,c2,0,f0,1d,46,286.515105,180.21548293953492,17.6367104
c3,18,fc,c2,0,f0,1d,46,286.565109,180.21789460465118,17.6367104
c3,18,fc,c2,0,f0,1d,46,286.615113,180.21789460465118,17.6367104
64,1e,fa,c2,0,f0,1d,46,286.665119,180.19618894883718,17.6367104
cf,cc,f8,c2,0,f0,1d,46,286.715118,180.181718455814,17.6367104
d8,53,f1,c2,0,f0,1d,46,286.765121,180.09971899534878,17.6367104
c0,eb,e3,c2,0,f0,1d,46,286.815127,179.9526018976743,17.6367104
61,f1,cd,c2,0,f0,1d,46,286.865134,179.71142684651159,17.6367104
9f,cf,b1,c2,0,f0,1d,46,286.915133,179.4027226604651,17.6367104
2a,6d,8e,c2,0,f0,1d,46,286.965138,179.0144308465117,17.6367104
14,cf,50,c2,0,f0,1d,46,287.015141,178.33827281860465,17.6367104
8,48,8,c2,0,f0,1d,46,287.065145,177.54239419534883,17.6367104
c6,a3,eb,c1,0,f0,1d,46,287.115146,177.2280961116278,17.6367104
48,e7,d3,c1,0,f0,1d,46,287.165151,176.96762656744193,17.6367104
6c,5d,e6,c1,0,f0,1d,46,287.215156,177.17021313488374,17.6367104
37,ac,f2,c1,0,f0,1d,46,287.265161,177.3052722418604,17.6367104
42,8d,f3,c1,0,f0,1d,46,287.315165,177.3149187348837,17.6367104
37,ac,f2,c1,0,f0,1d,46,287.365167,177.3052722418604,17.6367104
dd,65,ed,c1,0,f0,1d,46,287.415169,177.24738926511634,17.6367104
8e,1f,e8,c1,0,f0,1d,46,287.465173,177.18950813023253,17.6367104
a2,2d,d9,c1,0,f0,1d,46,287.515173,177.0255095441861,17.6367104
d7,de,cc,c1,0,f0,1d,46,287.565177,176.89045043720932,17.6367104
be,49,bb,c1,0,f0,1d,46,287.615182,176.6975103627907,17.6367104
59,22,b5,c1,0,f0,1d,46,287.665184,176.62998089302323,17.6367104
e8,19,ae,c1,0,f0,1d,46,287.71519,176.55280476279074,17.6367104
78,11,a7,c1,0,f0,1d,46,287.765201,176.47562879999998,17.6367104
ee,73,8e,c1,0,f0,1d,46,287.815203,176.20551259534886,17.6367104
4,55,8f,c1,0,f0,1d,46,287.865208,176.2151609302325,17.6367104
66,77,74,c1,0,f0,1d,46,287.915209,175.92035106976743,17.6367104
67,a9,85,c1,0,f0,1d,46,287.965213,176.10904347906978,17.6367104
74,b2,5,c1,0,f0,1d,46,288.015217,174.70482731162792,17.6367104
b1,94,c8,c0,0,f0,1d,46,288.06522,174.0341699162791,17.6367104
e1,dd,9a,c0,0,f0,1d,46,288.115223,173.53252749767444,17.6367104
f8,12,29,c0,0,f0,1d,46,288.165229,172.28382764651167,17.6367104
ea,1,1b,c0,0,f0,1d,46,288.215231,172.1294680186047,17.6367104
9c,af,ef,bf,0,f0,1d,46,288.265235,171.6540808186047,17.6367104
9c,af,ef,bf,0,f0,1d,46,288.315239,171.6540808186047,17.6367104
64,58,25,c1,0,f0,1d,46,288.365242,175.05211780465117,17.6367104
52,1b,30,c0,0,f0,1d,46,288.415244,172.36099992558138,17.6367104
87,59,97,c0,0,f0,1d,46,288.465251,173.49393382325582,17.6367104
1c,f7,af,c0,0,f0,1d,46,288.515254,173.7640518697674,17.6367104
84,10,c5,c0,0,f0,1d,46,288.565255,173.99558377674418,17.6367104
bf,29,da,c0,0,f0,1d,46,288.615258,174.22710814883726,17.6367104
ae,cf,f9,c0,0,f0,1d,46,288.665262,174.57439847441856,17.6367104
ea,22,2e,c1,0,f0,1d,46,289.165295,175.1485867534883,17.6367104
65,21,d3,c0,0,f0,1d,46,289.215299,174.14993586976743,17.6367104
49,7b,b3,c0,0,f0,1d,46,289.265303,173.8026380093022,17.6367104
ef,72,ac,c0,0,f0,1d,46,289.315305,173.7254657302325,17.6367104
2d,51,90,c0,0,f0,1d,46,289.365311,173.416761544186,17.6367104
0,cd,8c,c0,0,f0,1d,46,289.415314,173.3781754046512,17.6367104
2d,51,90,c0,0,f0,1d,46,289.465319,173.416761544186,17.6367104
87,59,97,c0,0,f0,1d,46,289.515324,173.49393382325582,17.6367104
49,7b,b3,c0,0,f0,1d,46,289.565322,173.8026380093022,17.6367104
fd,7,be,c0,0,f0,1d,46,289.61533,173.91840396279065,17.6367104
2a,8c,c1,c0,0,f0,1d,46,289.665332,173.95699010232556,17.6367104
6e,66,66,c1,0,f0,1d,46,289.715334,175.7659951255814,17.6367104
d4,60,2c,c1,0,f0,1d,46,289.765339,175.12929376744182,17.6367104
b1,94,c8,c0,0,f0,1d,46,289.815341,174.0341699162791,17.6367104
d0,83,ba,c0,0,f0,1d,46,289.865345,173.87981782325585,17.6367104
2a,8c,c1,c0,0,f0,1d,46,289.915349,173.95699010232556,17.6367104
b8,f8,a,c1,0,f0,1d,46,289.965347,174.76270660465116,17.6367104
1a,6c,0,c1,0,f0,1d,46,290.015352,174.64694433488376,17.6367104
31,2e,2,c1,0,f0,1d,46,290.065353,174.66623748837208,17.6367104
fc,7c,e,c1,0,f0,1d,46,290.115359,174.80129659534884,17.6367104
8b,74,7,c1,0,f0,1d,46,290.165359,174.72412046511636,17.6367104
b8,f8,a,c1,0,f0,1d,46,290.215363,174.76270660465116,17.6367104
a2,36,9,c1,0,f0,1d,46,290.265367,174.74341361860456,17.6367104
fc,7c,e,c1,0,f0,1d,46,290.31537,174.80129659534884,17.6367104
28,1,12,c1,0,f0,1d,46,290.365376,174.83988256744192,17.6367104
a,12,20,c1,0,f0,1d,46,290.415375,174.994234827907,17.6367104
5b,2b,35,c1,0,f0,1d,46,290.46538,175.2257628837209,17.6367104
f8,f5,3d,c1,0,f0,1d,46,290.515383,175.32223568372092,17.6367104
da,6,4c,c1,0,f0,1d,46,290.565386,175.476587944186,17.6367104
8e,55,58,c1,0,f0,1d,46,290.615388,175.6116431999999,17.6367104
4a,f,53,c1,0,f0,1d,46,290.665393,175.55376390697666,17.6367104
29,cb,a1,c1,0,f0,1d,46,290.715397,176.41774766511628,17.6367104
6,8b,4f,c1,0,f0,1d,46,290.765401,175.51517391627897,17.6367104
80,c0,46,c1,0,f0,1d,46,290.815404,175.41870496744184,17.6367104
80,c0,46,c1,0,f0,1d,46,290.865408,175.41870496744184,17.6367104
6,8b,4f,c1,0,f0,1d,46,290.915411,175.51517391627897,17.6367104
da,6,4c,c1,0,f0,1d,46,290.965413,175.476587944186,17.6367104
ac,44,4a,c1,0,f0,1d,46,291.015415,175.4572909395348,17.6367104
da,6,4c,c1,0,f0,1d,46,291.065419,175.476587944186,17.6367104
96,82,48,c1,0,f0,1d,46,291.115425,175.43799795348832,17.6367104
da,6,4c,c1,0,f0,1d,46,291.165427,175.476587944186,17.6367104
22,f3,70,c1,0,f0,1d,46,291.215433,175.88176107906986,17.6367104
3c,3c,43,c1,0,f0,1d,46,291.265437,175.38011497674415,17.6367104
26,7a,41,c1,0,f0,1d,46,291.315439,175.36082199069767,17.6367104
f,b8,3f,c1,0,f0,1d,46,291.365444,175.34152883720924,17.6367104
3d,d9,92,c1,0,f0,1d,46,291.415445,176.25374907906973,17.6367104
f8,f5,3d,c1,0,f0,1d,46,291.465451,175.32223568372092,17.6367104
f8,f5,3d,c1,0,f0,1d,46,291.515455,175.32223568372092,17.6367104
96,82,48,c1,0,f0,1d,46,291.565456,175.43799795348832,17.6367104
cc,33,3c,c1,0,f0,1d,46,291.615457,175.3029390139535,17.6367104
f8,f5,3d,c1,0,f0,1d,46,291.665463,175.32223568372092,17.6367104
b5,71,3a,c1,0,f0,1d,46,291.715465,175.28364586046507,17.6367104
cc,33,3c,c1,0,f0,1d,46,291.765468,175.3029390139535,17.6367104
f8,f5,3d,c1,0,f0,1d,46,291.815474,175.32223568372092,17.6367104
9e,af,38,c1,0,f0,1d,46,291.865475,175.26435270697675,17.6367104
b5,71,3a,c1,0,f0,1d,46,291.915479,175.28364586046507,17.6367104
b5,71,3a,c1,0,f0,1d,46,291.965482,175.28364586046507,17.6367104
b5,71,3a,c1,0,f0,1d,46,292.015486,175.28364586046507,17.6367104
6c,85,15,c1,0,f0,1d,46,292.065488,174.8784725581396,17.6367104
cc,33,3c,c1,0,f0,1d,46,292.115492,175.3029390139535,17.6367104
cc,33,3c,c1,0,f0,1d,46,292.165494,175.3029390139535,17.6367104
4a,f,53,c1,0,f0,1d,46,292.2155,175.55376390697666,17.6367104
9e,af,38,c1,0,f0,1d,46,292.265505,175.26435270697675,17.6367104
26,7a,41,c1,0,f0,1d,46,292.565523,175.36082199069767,17.6367104
c,31,6f,c1,0,f0,1d,46,292.615528,175.86246809302327,17.6367104
b5,71,3a,c1,0,f0,1d,46,292.765538,175.28364586046507,17.6367104
b5,71,3a,c1,0,f0,1d,46,292.81554,175.28364586046507,17.6367104
9e,af,38,c1,0,f0,1d,46,292.865546,175.26435270697675,17.6367104
88,ed,36,c1,0,f0,1d,46,292.915549,175.24505972093027,17.6367104
cc,33,3c,c1,0,f0,1d,46,292.965549,175.3029390139535,17.6367104
f8,f5,3d,c1,0,f0,1d,46,293.015554,175.32223568372092,17.6367104
9e,af,38,c1,0,f0,1d,46,293.065558,175.26435270697675,17.6367104
2b,20,61,c1,0,f0,1d,46,293.115564,175.7081159999999,17.6367104
5b,2b,35,c1,0,f0,1d,46,293.165564,175.2257628837209,17.6367104
9e,af,38,c1,0,f0,1d,46,293.215571,175.26435270697675,17.6367104
b5,71,3a,c1,0,f0,1d,46,293.265571,175.28364586046507,17.6367104
3c,3c,43,c1,0,f0,1d,46,293.315578,175.38011497674415,17.6367104
cc,33,3c,c1,0,f0,1d,46,293.36558,175.3029390139535,17.6367104
b5,71,3a,c1,0,f0,1d,46,293.415589,175.28364586046507,17.6367104
3c,3c,43,c1,0,f0,1d,46,293.465596,175.38011497674415,17.6367104
f8,f5,3d,c1,0,f0,1d,46,293.515597,175.32223568372092,17.6367104
da,6,4c,c1,0,f0,1d,46,293.5656,175.476587944186,17.6367104
66,77,74,c1,0,f0,1d,46,293.615603,175.92035106976743,17.6367104
b5,71,3a,c1,0,f0,1d,46,293.665606,175.28364586046507,17.6367104
9e,af,38,c1,0,f0,1d,46,293.715611,175.26435270697675,17.6367104
f8,f5,3d,c1,0,f0,1d,46,293.765614,175.32223568372092,17.6367104
44,69,33,c1,0,f0,1d,46,293.815616,175.20646973023258,17.6367104
2e,a7,31,c1,0,f0,1d,46,293.86562,175.1871767441861,17.6367104
3c,3c,43,c1,0,f0,1d,46,293.915626,175.38011497674415,17.6367104
b5,71,3a,c1,0,f0,1d,46,293.965627,175.28364586046507,17.6367104
b5,71,3a,c1,0,f0,1d,46,294.01563,175.28364586046507,17.6367104
9e,af,38,c1,0,f0,1d,46,294.065635,175.26435270697675,17.6367104
cc,33,3c,c1,0,f0,1d,46,294.115636,175.3029390139535,17.6367104
f,b8,3f,c1,0,f0,1d,46,294.165644,175.34152883720924,17.6367104
b5,71,3a,c1,0,f0,1d,46,294.215644,175.28364586046507,17.6367104
88,ed,36,c1,0,f0,1d,46,294.265648,175.24505972093027,17.6367104
c,31,6f,c1,0,f0,1d,46,294.315653,175.86246809302327,17.6367104
88,ed,36,c1,0,f0,1d,46,294.365655,175.24505972093027,17.6367104
5b,2b,35,c1,0,f0,1d,46,294.415657,175.2257628837209,17.6367104
cc,33,3c,c1,0,f0,1d,46,294.465661,175.3029390139535,17.6367104
b5,71,3a,c1,0,f0,1d,46,294.515665,175.28364586046507,17.6367104
cc,33,3c,c1,0,f0,1d,46,294.565668,175.3029390139535,17.6367104
9e,af,38,c1,0,f0,1d,46,294.615673,175.26435270697675,17.6367104
69,fe,44,c1,0,f0,1d,46,294.665677,175.39941181395352,17.6367104
b5,71,3a,c1,0,f0,1d,46,294.715679,175.28364586046507,17.6367104
b5,71,3a,c1,0,f0,1d,46,294.765682,175.28364586046507,17.6367104
9e,af,38,c1,0,f0,1d,46,294.815686,175.26435270697675,17.6367104
cc,33,3c,c1,0,f0,1d,46,294.865688,175.3029390139535,17.6367104
b5,71,3a,c1,0,f0,1d,46,294.915693,175.28364586046507,17.6367104
88,ed,36,c1,0,f0,1d,46,294.965697,175.24505972093027,17.6367104
b5,71,3a,c1,0,f0,1d,46,295.015699,175.28364586046507,17.6367104
cc,33,3c,c1,0,f0,1d,46,295.065701,175.3029390139535,17.6367104
f8,f5,3d,c1,0,f0,1d,46,295.115707,175.32223568372092,17.6367104
9e,af,38,c1,0,f0,1d,46,295.165711,175.26435270697675,17.6367104
69,fe,44,c1,0,f0,1d,46,295.215714,175.39941181395352,17.6367104
cc,33,3c,c1,0,f0,1d,46,295.265716,175.3029390139535,17.6367104
88,ed,36,c1,0,f0,1d,46,295.31572,175.24505972093027,17.6367104
34,ac,a2,c1,0,f0,1d,46,295.365723,176.42739415813946,17.6367104
26,7a,41,c1,0,f0,1d,46,295.415728,175.36082199069767,17.6367104
b5,71,3a,c1,0,f0,1d,46,295.465731,175.28364586046507,17.6367104
9e,af,38,c1,0,f0,1d,46,295.515735,175.26435270697675,17.6367104
cc,33,3c,c1,0,f0,1d,46,295.565737,175.3029390139535,17.6367104
ba,17,5a,c1,0,f0,1d,46,298.115912,175.63093986976742,17.6367104
9e,af,38,c1,0,f0,1d,46,298.165917,175.26435270697675,17.6367104
9e,af,38,c1,0,f0,1d,46,298.215922,175.26435270697675,17.6367104
cc,33,3c,c1,0,f0,1d,46,298.265922,175.3029390139535,17.6367104
cc,33,3c,c1,0,f0,1d,46,298.315926,175.3029390139535,17.6367104
88,ed,36,c1,0,f0,1d,46,298.36593,175.24505972093027,17.6367104
44,69,33,c1,0,f0,1d,46,299.81603,175.20646973023258,17.6367104
60,d1,54,c1,0,f0,1d,46,299.866035,175.57305689302325,17.6367104
b5,71,3a,c1,0,f0,1d,46,299.916038,175.28364586046507,17.6367104
f,b8,3f,c1,0,f0,1d,46,299.966043,175.34152883720924,17.6367104
6,8b,4f,c1,0,f0,1d,46,300.016046,175.51517391627897,17.6367104
88,ed,36,c1,0,f0,1d,46,300.066047,175.24505972093027,17.6367104
f,b8,3f,c1,0,f0,1d,46,300.116054,175.34152883720924,17.6367104
9e,af,38,c1,0,f0,1d,46,300.166055,175.26435270697675,17.6367104
b5,71,3a,c1,0,f0,1d,46,300.216057,175.28364586046507,17.6367104
cc,33,3c,c1,0,f0,1d,46,300.26606,175.3029390139535,17.6367104
9e,af,38,c1,0,f0,1d,46,300.316065,175.26435270697675,17.6367104
9e,af,38,c1,0,f0,1d,46,300.366069,175.26435270697675,17.6367104
b5,71,3a,c1,0,f0,1d,46,300.416072,175.28364586046507,17.6367104
cc,33,3c,c1,0,f0,1d,46,300.466074,175.3029390139535,17.6367104
cc,33,3c,c1,0,f0,1d,46,300.516078,175.3029390139535,17.6367104
b5,71,3a,c1,0,f0,1d,46,300.566081,175.28364586046507,17.6367104
4,55,8f,c1,0,f0,1d,46,300.616086,176.2151609302325,17.6367104
b5,71,3a,c1,0,f0,1d,46,300.666089,175.28364586046507,17.6367104
4a,f,53,c1,0,f0,1d,46,300.716093,175.55376390697666,17.6367104
cc,33,3c,c1,0,f0,1d,46,300.766095,175.3029390139535,17.6367104
80,c0,46,c1,0,f0,1d,46,300.816101,175.41870496744184,17.6367104
18,90,c0,c1,0,f0,1d,46,300.866103,176.75539333953486,17.6367104
cc,33,3c,c1,0,f0,1d,46,300.916105,175.3029390139535,17.6367104
3c,3c,43,c1,0,f0,1d,46,300.966113,175.38011497674415,17.6367104
b5,71,3a,c1,0,f0,1d,46,301.016112,175.28364586046507,17.6367104
ac,44,4a,c1,0,f0,1d,46,301.066116,175.4572909395348,17.6367104
77,93,56,c1,0,f0,1d,46,301.116119,175.59235004651157,17.6367104
cc,33,3c,c1,0,f0,1d,46,301.166122,175.3029390139535,17.6367104
9e,af,38,c1,0,f0,1d,46,301.216128,175.26435270697675,17.6367104
9e,af,38,c1,0,f0,1d,46,301.266131,175.26435270697675,17.6367104
cc,33,3c,c1,0,f0,1d,46,301.316132,175.3029390139535,17.6367104
f,b8,3f,c1,0,f0,1d,46,301.366141,175.34152883720924,17.6367104
b5,71,3a,c1,0,f0,1d,46,301.416141,175.28364586046507,17.6367104
2e,a7,31,c1,0,f0,1d,46,301.466144,175.1871767441861,17.6367104
cc,33,3c,c1,0,f0,1d,46,301.516146,175.3029390139535,17.6367104
9e,af,38,c1,0,f0,1d,46,301.566152,175.26435270697675,17.6367104
cc,33,3c,c1,0,f0,1d,46,301.616153,175.3029390139535,17.6367104
9e,af,38,c1,0,f0,1d,46,301.666159,175.26435270697675,17.6367104
72,8a,86,c1,0,f0,1d,46,301.716161,176.11868997209308,17.6367104
b5,71,3a,c1,0,f0,1d,46,301.766165,175.28364586046507,17.6367104
9e,af,38,c1,0,f0,1d,46,301.816169,175.26435270697675,17.6367104
b5,71,3a,c1,0,f0,1d,46,301.866172,175.28364586046507,17.6367104
b5,71,3a,c1,0,f0,1d,46,301.916174,175.28364586046507,17.6367104
b5,71,3a,c1,0,f0,1d,46,301.966178,175.28364586046507,17.6367104
b5,71,3a,c1,0,f0,1d,46,302.016182,175.28364586046507,17.6367104
ac,44,4a,c1,0,f0,1d,46,302.066184,175.4572909395348,17.6367104
cc,33,3c,c1,0,f0,1d,46,302.116189,175.3029390139535,17.6367104
cc,33,3c,c1,0,f0,1d,46,302.166191,175.3029390139535,17.6367104
26,7a,41,c1,0,f0,1d,46,302.216196,175.36082199069767,17.6367104
cc,33,3c,c1,0,f0,1d,46,302.266198,175.3029390139535,17.6367104
5b,2b,35,c1,0,f0,1d,46,302.316202,175.2257628837209,17.6367104
9e,af,38,c1,0,f0,1d,46,303.466283,175.26435270697675,17.6367104
88,ed,36,c1,0,f0,1d,46,303.516285,175.24505972093027,17.6367104
b5,71,3a,c1,0,f0,1d,46,303.566289,175.28364586046507,17.6367104
a5,b4,a9,c1,0,f0,1d,46,303.616291,176.50457028837207,17.6367104
f8,f5,3d,c1,0,f0,1d,46,303.666296,175.32223568372092,17.6367104
9e,af,38,c1,0,f0,1d,46,303.7163,175.26435270697675,17.6367104
26,7a,41,c1,0,f0,1d,46,303.766304,175.36082199069767,17.6367104
b5,71,3a,c1,0,f0,1d,46,303.816305,175.28364586046507,17.6367104
b5,71,3a,c1,0,f0,1d,46,303.866309,175.28364586046507,17.6367104
b5,71,3a,c1,0,f0,1d,46,303.916313,175.28364586046507,17.6367104
cc,33,3c,c1,0,f0,1d,46,303.966315,175.3029390139535,17.6367104
9e,af,38,c1,0,f0,1d,46,304.01632,175.26435270697675,17.6367104
26,7a,41,c1,0,f0,1d,46,304.066324,175.36082199069767,17.6367104
96,82,48,c1,0,f0,1d,46,304.86638,175.43799795348832,17.6367104
f8,f5,3d,c1,0,f0,1d,46,304.916383,175.32223568372092,17.6367104
cc,33,3c,c1,0,f0,1d,46,305.016388,175.3029390139535,17.6367104
5b,2b,35,c1,0,f0,1d,46,305.066391,175.2257628837209,17.6367104
f8,f5,3d,c1,0,f0,1d,46,305.116397,175.32223568372092,17.6367104
9e,af,38,c1,0,f0,1d,46,305.1664,175.26435270697675,17.6367104
cc,33,3c,c1,0,f0,1d,46,305.216402,175.3029390139535,17.6367104
69,fe,44,c1,0,f0,1d,46,305.266407,175.39941181395352,17.6367104
69,fe,44,c1,0,f0,1d,46,305.31641,175.39941181395352,17.6367104
b5,71,3a,c1,0,f0,1d,46,305.366413,175.28364586046507,17.6367104
6,8b,4f,c1,0,f0,1d,46,305.416417,175.51517391627897,17.6367104
3d,d9,92,c1,0,f0,1d,46,305.46642,176.25374907906973,17.6367104
f8,f5,3d,c1,0,f0,1d,46,305.516424,175.32223568372092,17.6367104
9e,af,38,c1,0,f0,1d,46,305.566427,175.26435270697675,17.6367104
b5,71,3a,c1,0,f0,1d,46,305.616429,175.28364586046507,17.6367104
9e,af,38,c1,0,f0,1d,46,305.666434,175.26435270697675,17.6367104
cc,33,3c,c1,0,f0,1d,46,305.716436,175.3029390139535,17.6367104
8c,1f,98,c1,0,f0,1d,46,305.766441,176.31163021395355,17.6367104
cc,33,3c,c1,0,f0,1d,46,305.816443,175.3029390139535,17.6367104
88,ed,36,c1,0,f0,1d,46,305.866447,175.24505972093027,17.6367104
f8,f5,3d,c1,0,f0,1d,46,305.916452,175.32223568372092,17.6367104
f8,f5,3d,c1,0,f0,1d,46,305.966455,175.32223568372092,17.6367104
b5,71,3a,c1,0,f0,1d,46,306.016458,175.28364586046507,17.6367104
5b,2b,35,c1,0,f0,1d,46,306.06646,175.2257628837209,17.6367104
f,b8,3f,c1,0,f0,1d,46,306.116467,175.34152883720924,17.6367104
f8,f5,3d,c1,0,f0,1d,46,306.166469,175.32223568372092,17.6367104
f8,f5,3d,c1,0,f0,1d,46,306.216472,175.32223568372092,17.6367104
9e,af,38,c1,0,f0,1d,46,306.266476,175.26435270697675,17.6367104
cc,33,3c,c1,0,f0,1d,46,306.316477,175.3029390139535,17.6367104
77,93,56,c1,0,f0,1d,46,306.366481,175.59235004651157,17.6367104
ac,44,4a,c1,0,f0,1d,46,306.416484,175.4572909395348,17.6367104
2e,a7,31,c1,0,f0,1d,46,306.466489,175.1871767441861,17.6367104
b5,71,3a,c1,0,f0,1d,46,306.516492,175.28364586046507,17.6367104
cc,33,3c,c1,0,f0,1d,46,306.566495,175.3029390139535,17.6367104
9e,af,38,c1,0,f0,1d,46,306.6165,175.26435270697675,17.6367104
b5,71,3a,c1,0,f0,1d,46,306.666502,175.28364586046507,17.6367104
b5,71,3a,c1,0,f0,1d,46,306.716505,175.28364586046507,17.6367104
fc,27,9f,c1,0,f0,1d,46,306.766511,176.38880617674408,17.6367104
9e,af,38,c1,0,f0,1d,46,306.816514,175.26435270697675,17.6367104
88,ed,36,c1,0,f0,1d,46,306.866516,175.24505972093027,17.6367104
9e,af,38,c1,0,f0,1d,46,306.916521,175.26435270697675,17.6367104
b5,71,3a,c1,0,f0,1d,46,306.966523,175.28364586046507,17.6367104
5b,2b,35,c1,0,f0,1d,46,307.016525,175.2257628837209,17.6367104
b5,71,3a,c1,0,f0,1d,46,307.06653,175.28364586046507,17.6367104
b5,71,3a,c1,0,f0,1d,46,307.116533,175.28364586046507,17.6367104
cc,33,3c,c1,0,f0,1d,46,307.166536,175.3029390139535,17.6367104
9e,af,38,c1,0,f0,1d,46,307.216541,175.26435270697675,17.6367104
ac,44,4a,c1,0,f0,1d,46,307.266543,175.4572909395348,17.6367104
e8,9b,5d,c1,0,f0,1d,46,307.316547,175.66952617674417,17.6367104
cc,33,3c,c1,0,f0,1d,46,307.366549,175.3029390139535,17.6367104
cc,33,3c,c1,0,f0,1d,46,307.416553,175.3029390139535,17.6367104
9e,af,38,c1,0,f0,1d,46,307.466558,175.26435270697675,17.6367104
b5,71,3a,c1,0,f0,1d,46,307.516561,175.28364586046507,17.6367104
9e,af,38,c1,0,f0,1d,46,307.566565,175.26435270697675,17.6367104
f8,f5,3d,c1,0,f0,1d,46,307.616569,175.32223568372092,17.6367104
aa,bd,79,c1,0,f0,1d,46,307.66657,175.97823036279067,17.6367104
b5,71,3a,c1,0,f0,1d,46,307.716575,175.28364586046507,17.6367104
f8,f5,3d,c1,0,f0,1d,46,307.766579,175.32223568372092,17.6367104
69,fe,44,c1,0,f0,1d,46,307.816582,175.39941181395352,17.6367104
b5,71,3a,c1,0,f0,1d,46,307.866585,175.28364586046507,17.6367104
2e,a7,31,c1,0,f0,1d,46,307.916588,175.1871767441861,17.6367104
9e,af,38,c1,0,f0,1d,46,307.966592,175.26435270697675,17.6367104
88,ed,36,c1,0,f0,1d,46,308.016596,175.24505972093027,17.6367104
b5,71,3a,c1,0,f0,1d,46,308.066599,175.28364586046507,17.6367104
b5,71,3a,c1,0,f0,1d,46,308.416623,175.28364586046507,17.6367104
f8,f5,3d,c1,0,f0,1d,46,308.466628,175.32223568372092,17.6367104
b5,71,3a,c1,0,f0,1d,46,308.51663,175.28364586046507,17.6367104
9e,af,38,c1,0,f0,1d,46,308.566634,175.26435270697675,17.6367104
45,e7,83,c1,0,f0,1d,46,308.616638,176.08974848372088,17.6367104
88,ed,36,c1,0,f0,1d,46,308.66664,175.24505972093027,17.6367104
88,ed,36,c1,0,f0,1d,46,308.716644,175.24505972093027,17.6367104
ba,17,5a,c1,0,f0,1d,46,308.766646,175.63093986976742,17.6367104
26,7a,41,c1,0,f0,1d,46,308.816651,175.36082199069767,17.6367104
80,c0,46,c1,0,f0,1d,46,308.866655,175.41870496744184,17.6367104
9e,af,38,c1,0,f0,1d,46,308.916658,175.26435270697675,17.6367104
9e,af,38,c1,0,f0,1d,46,308.966661,175.26435270697675,17.6367104
9e,af,38,c1,0,f0,1d,46,309.016665,175.26435270697675,17.6367104
e8,9b,5d,c1,0,f0,1d,46,309.066666,175.66952617674417,17.6367104
b5,71,3a,c1,0,f0,1d,46,309.116671,175.28364586046507,17.6367104
9e,af,38,c1,0,f0,1d,46,309.166675,175.26435270697675,17.6367104
88,ed,36,c1,0,f0,1d,46,309.216678,175.24505972093027,17.6367104
9e,af,38,c1,0,f0,1d,46,309.266682,175.26435270697675,17.6367104
cc,33,3c,c1,0,f0,1d,46,309.316684,175.3029390139535,17.6367104
88,ed,36,c1,0,f0,1d,46,309.366689,175.24505972093027,17.6367104
88,ed,36,c1,0,f0,1d,46,309.416692,175.24505972093027,17.6367104
88,ed,36,c1,0,f0,1d,46,309.466696,175.24505972093027,17.6367104
b5,71,3a,c1,0,f0,1d,46,309.516699,175.28364586046507,17.6367104
9e,af,38,c1,0,f0,1d,46,309.566703,175.26435270697675,17.6367104
cc,33,3c,c1,0,f0,1d,46,309.616705,175.3029390139535,17.6367104
5b,2b,35,c1,0,f0,1d,46,309.666708,175.2257628837209,17.6367104
cc,33,3c,c1,0,f0,1d,46,309.716712,175.3029390139535,17.6367104
f8,f5,3d,c1,0,f0,1d,46,309.766717,175.32223568372092,17.6367104
1e,ea,a0,c1,0,f0,1d,46,309.81672,176.40810117209298,17.6367104
cc,33,3c,c1,0,f0,1d,46,309.866722,175.3029390139535,17.6367104
88,ed,36,c1,0,f0,1d,46,309.916726,175.24505972093027,17.6367104
9e,af,38,c1,0,f0,1d,46,309.966731,175.26435270697675,17.6367104
b5,71,3a,c1,0,f0,1d,46,310.016733,175.28364586046507,17.6367104
da,6,4c,c1,0,f0,1d,46,310.066737,175.476587944186,17.6367104
cc,33,3c,c1,0,f0,1d,46,310.116739,175.3029390139535,17.6367104
b5,71,3a,c1,0,f0,1d,46,310.166743,175.28364586046507,17.6367104
cc,33,3c,c1,0,f0,1d,46,310.216745,175.3029390139535,17.6367104
