Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Timestamp (s),steering (°),TI core temp (C)
2a,ac,c6,42,0,f0,1d,46,389.522207,-179.94701168372094,17.6367104
de,19,d2,42,0,f0,1d,46,389.572211,-179.82160107906975,17.6367104
23,52,d2,42,0,f0,1d,46,389.622214,-179.81918907906976,17.6367104
23,52,d2,42,0,f0,1d,46,389.672219,-179.81918907906976,17.6367104
a9,c2,d2,42,0,f0,1d,46,389.722223,-179.8143657488372,17.6367104
63,8a,d2,42,0,f0,1d,46,389.772228,-179.81677791627905,17.6367104
63,8a,d2,42,0,f0,1d,46,389.822228,-179.81677791627905,17.6367104
ee,fa,d2,42,0,f0,1d,46,389.872232,-179.81195374883723,17.6367104
74,6b,d3,42,0,f0,1d,46,389.922238,-179.80713041860466,17.6367104
de,19,d2,42,0,f0,1d,46,389.972238,-179.82160107906975,17.6367104
23,52,d2,42,0,f0,1d,46,390.022243,-179.81918907906976,17.6367104
a9,c2,d2,42,0,f0,1d,46,390.072248,-179.8143657488372,17.6367104
a9,c2,d2,42,0,f0,1d,46,390.12225,-179.8143657488372,17.6367104
63,8a,d2,42,0,f0,1d,46,390.172251,-179.81677791627905,17.6367104
63,8a,d2,42,0,f0,1d,46,390.222255,-179.81677791627905,17.6367104
74,6b,d3,42,0,f0,1d,46,390.27226,-179.80713041860466,17.6367104
3f,14,d4,42,0,f0,1d,46,390.322265,-179.7998950883721,17.6367104
ee,fa,d2,42,0,f0,1d,46,390.372268,-179.81195374883723,17.6367104
63,8a,d2,42,0,f0,1d,46,390.42227,-179.81677791627905,17.6367104
23,52,d2,42,0,f0,1d,46,390.472274,-179.81918907906976,17.6367104
8d,0,d1,42,0,f0,1d,46,390.522277,-179.83365973953485,17.6367104
23,52,d2,42,0,f0,1d,46,390.572281,-179.81918907906976,17.6367104
ee,fa,d2,42,0,f0,1d,46,390.622285,-179.81195374883723,17.6367104
a9,c2,d2,42,0,f0,1d,46,390.672287,-179.8143657488372,17.6367104
58,a9,d1,42,0,f0,1d,46,390.722291,-179.82642440930232,17.6367104
f6,ae,cf,42,0,f0,1d,46,390.772294,-179.84813056744184,17.6367104
20,25,ce,42,0,f0,1d,46,390.8223,-179.86501239069767,17.6367104
66,b7,c2,42,0,f0,1d,46,390.872303,-179.990424,17.6367104
2f,6,a7,42,0,f0,1d,46,390.922306,-180.29430401860463,17.6367104
d0,38,81,42,0,f0,1d,46,390.972311,-180.70912565581395,17.6367104
5,c6,28,42,0,f0,1d,46,391.022312,-181.6797116093023,17.6367104
e6,e8,fe,41,0,f0,1d,46,391.072318,-182.13910225116277,17.6367104
54,1e,f6,41,0,f0,1d,46,391.122321,-182.23557320930234,17.6367104
6a,ff,f6,41,0,f0,1d,46,391.172324,-182.2259248744186,17.6367104
5,d8,f0,41,0,f0,1d,46,391.222329,-182.29345434418605,17.6367104
ac,64,ab,41,0,f0,1d,46,391.27233,-183.0555681488372,17.6367104
fc,9d,a1,40,0,f0,1d,46,391.322335,-185.97205440000002,17.6367104
66,e7,7c,40,0,f0,1d,46,391.372337,-186.3749258790698,17.6367104
fc,9d,a1,40,0,f0,1d,46,391.422343,-185.97205440000002,17.6367104
18,c8,c4,40,0,f0,1d,46,391.472344,-185.58617793488372,17.6367104
8e,76,eb,40,0,f0,1d,46,391.522347,-185.16170779534883,17.6367104
3e,8e,5,41,0,f0,1d,46,391.572354,-184.87538221395351,17.6367104
80,e1,d9,40,0,f0,1d,46,391.622352,-185.35464602790697,17.6367104
42,3,f6,40,0,f0,1d,46,391.672361,-185.04594184186047,17.6367104
1b,8d,93,40,0,f0,1d,46,391.722363,-186.12640649302324,17.6367104
9c,af,ef,bf,0,f0,1d,46,391.772366,171.6540808186047,17.6367104
30,f,7c,3f,0,f0,1d,46,391.822372,-189.1934020465116,17.6367104
36,f1,c,c0,0,f0,1d,46,391.872372,171.97512346046506,17.6367104
31,2e,2,c1,0,f0,1d,46,391.922376,174.66623748837208,17.6367104
5b,2b,35,c1,0,f0,1d,46,391.972378,175.2257628837209,17.6367104
58,a4,64,c1,0,f0,1d,46,392.022382,175.74670213953493,17.6367104
f6,6e,6d,c1,0,f0,1d,46,392.072386,175.8431751069768,17.6367104
e8,9b,5d,c1,0,f0,1d,46,392.122388,175.66952617674417,17.6367104
c8,ac,6b,c1,0,f0,1d,46,392.172391,175.82387810232558,17.6367104
d1,d9,5b,c1,0,f0,1d,46,392.222395,175.65023302325574,17.6367104
ba,17,5a,c1,0,f0,1d,46,392.272399,175.63093986976742,17.6367104
96,82,48,c1,0,f0,1d,46,392.322403,175.43799795348832,17.6367104
c6,cb,1a,c1,0,f0,1d,46,392.372406,174.93635553488366,17.6367104
8,54,fd,c0,0,f0,1d,46,392.422411,174.61299214883718,17.6367104
64,58,25,c1,0,f0,1d,46,392.472414,175.05211780465117,17.6367104
8b,74,7,c1,0,f0,1d,46,392.522418,174.72412046511636,17.6367104
6c,85,15,c1,0,f0,1d,46,392.57242,174.8784725581396,17.6367104
fc,7c,e,c1,0,f0,1d,46,392.622427,174.80129659534884,17.6367104
4d,96,23,c1,0,f0,1d,46,392.672427,175.03282465116274,17.6367104
be,9e,2a,c1,0,f0,1d,46,392.722432,175.11000078139534,17.6367104
f8,f5,3d,c1,0,f0,1d,46,392.772436,175.32223568372092,17.6367104
da,6,4c,c1,0,f0,1d,46,392.822437,175.476587944186,17.6367104
9c,28,68,c1,0,f0,1d,46,392.872435,175.7852921302325,17.6367104
61,4f,a5,c1,0,f0,1d,46,392.922439,176.45633564651166,17.6367104
7e,6b,87,c1,0,f0,1d,46,392.97244,176.1283366325581,17.6367104
5c,c8,84,c1,0,f0,1d,46,393.022443,176.0993969860465,17.6367104
ac,44,4a,c1,0,f0,1d,46,393.072454,175.4572909395348,17.6367104
80,c0,46,c1,0,f0,1d,46,393.122459,175.41870496744184,17.6367104
f,b8,3f,c1,0,f0,1d,46,393.172463,175.34152883720924,17.6367104
99,9,19,c1,0,f0,1d,46,393.222466,174.9170586976744,17.6367104
f3,4f,1e,c1,0,f0,1d,46,393.272462,174.97494167441857,17.6367104
a,12,20,c1,0,f0,1d,46,393.322466,174.994234827907,17.6367104
6c,85,15,c1,0,f0,1d,46,393.37247,174.8784725581396,17.6367104
8b,74,7,c1,0,f0,1d,46,393.422474,174.72412046511636,17.6367104
56,c3,13,c1,0,f0,1d,46,393.472475,174.859179572093,17.6367104
f8,f5,3d,c1,0,f0,1d,46,393.52248,175.32223568372092,17.6367104
94,4c,88,c1,0,f0,1d,46,393.572481,176.13798496744187,17.6367104
40,8d,a3,c1,0,f0,1d,46,393.622487,176.4370408186046,17.6367104
b8,ef,da,c1,0,f0,1d,46,393.672494,177.04480253023257,17.6367104
b0,d4,12,c2,0,f0,1d,46,393.722495,177.65815813953486,17.6367104
b2,d4,3a,c2,0,f0,1d,46,393.772495,178.0970972651163,17.6367104
9a,3f,51,c2,0,f0,1d,46,393.822499,178.34309614883728,17.6367104
a9,4d,6a,c2,0,f0,1d,46,393.872501,178.61803551627906,17.6367104
50,e3,8c,c2,0,f0,1d,46,393.922506,178.99754835348836,17.6367104
d3,f9,ac,c2,0,f0,1d,46,393.972512,179.34966435348827,17.6367104
77,59,ef,c2,0,f0,1d,46,394.022514,180.0780130046512,17.6367104
56,3d,f9,c2,0,f0,1d,46,394.072519,180.18654195348836,17.6367104
a5,29,f6,c2,0,f0,1d,46,394.122528,180.15277746976744,17.6367104
56,3d,f9,c2,0,f0,1d,46,394.172529,180.18654195348836,17.6367104
56,3d,f9,c2,0,f0,1d,46,394.222531,180.18654195348836,17.6367104
20,e6,f9,c2,0,f0,1d,46,394.272538,180.19377711627897,17.6367104
99,75,f9,c2,0,f0,1d,46,394.322538,180.18895361860461,17.6367104
dd,ad,f9,c2,0,f0,1d,46,394.372544,180.19136545116282,17.6367104
3c,a8,fb,c2,0,f0,1d,46,394.422551,180.21307110697683,17.6367104
df,da,fd,c2,0,f0,1d,46,394.47255,180.2371885953488,17.6367104
78,74,1,c3,0,f0,1d,46,394.522554,180.27669298604656,17.6367104
f9,8a,3,c3,0,f0,1d,46,394.572557,180.29960455813955,17.6367104
24,2e,6,c3,0,f0,1d,46,394.622563,180.32854571162795,17.6367104
9d,bd,5,c3,0,f0,1d,46,394.672565,180.32372221395337,17.6367104
bf,d9,5,c3,0,f0,1d,46,394.722567,180.3249281302326,17.6367104
89,82,6,c3,0,f0,1d,46,394.772572,180.3321632930233,17.6367104
97,63,7,c3,0,f0,1d,46,394.822574,180.34181028837213,17.6367104
bf,d9,5,c3,0,f0,1d,46,394.87258,180.3249281302326,17.6367104
ab,9e,6,c3,0,f0,1d,46,394.922581,180.3333692093023,17.6367104
16,4d,5,c3,0,f0,1d,46,394.972583,180.31889871627902,17.6367104
2,12,6,c3,0,f0,1d,46,395.022588,180.32733979534885,17.6367104
9d,bd,5,c3,0,f0,1d,46,395.07259,180.32372221395337,17.6367104
38,69,5,c3,0,f0,1d,46,395.122597,180.32010463255824,17.6367104
e0,f5,5,c3,0,f0,1d,46,395.172598,180.32613387906974,17.6367104
59,85,5,c3,0,f0,1d,46,395.222601,180.32131038139528,17.6367104
7b,a1,5,c3,0,f0,1d,46,395.272606,180.32251629767438,17.6367104
d2,14,5,c3,0,f0,1d,46,395.32261,180.31648688372093,17.6367104
bf,d9,5,c3,0,f0,1d,46,395.372613,180.3249281302326,17.6367104
16,4d,5,c3,0,f0,1d,46,395.422617,180.31889871627902,17.6367104
f1,3,1,c3,0,f0,1d,46,395.472622,180.27186948837198,17.6367104
7d,b3,f7,c2,0,f0,1d,46,395.522626,180.16965962790698,17.6367104
64,1e,e6,c2,0,f0,1d,46,395.572633,179.97671955348835,17.6367104
a3,fc,c9,c2,0,f0,1d,46,395.62263,179.66801553488358,17.6367104
9b,75,a9,c2,0,f0,1d,46,395.672632,179.311076372093,17.6367104
e0,da,85,c2,0,f0,1d,46,395.722636,178.9203723906977,17.6367104
53,7,3d,c2,0,f0,1d,46,395.77264,178.12121441860472,17.6367104
29,f8,e1,c1,0,f0,1d,46,395.822645,177.12197866046517,17.6367104
6f,3,b6,c1,0,f0,1d,46,395.872648,176.63962922790688,17.6367104
c6,76,ab,c1,0,f0,1d,46,395.922652,176.52386511627913,17.6367104
d,63,80,c1,0,f0,1d,46,395.972656,176.05116050232562,17.6367104
39,b5,72,c1,0,f0,1d,46,396.022658,175.90105423255807,17.6367104
39,b5,72,c1,0,f0,1d,46,396.072662,175.90105423255807,17.6367104
93,fb,77,c1,0,f0,1d,46,396.122666,175.95893720930235,17.6367104
22,f3,70,c1,0,f0,1d,46,396.172671,175.88176107906986,17.6367104
66,77,74,c1,0,f0,1d,46,396.222672,175.92035106976743,17.6367104
45,e7,83,c1,0,f0,1d,46,396.272676,176.08974848372088,17.6367104
2f,25,82,c1,0,f0,1d,46,396.322681,176.0704554976744,17.6367104
ed,41,7d,c1,0,f0,1d,46,396.372684,176.01682018604652,17.6367104
77,93,56,c1,0,f0,1d,46,396.422684,175.59235004651157,17.6367104
12,3f,10,c1,0,f0,1d,46,396.472689,174.82058958139532,17.6367104
87,59,97,c0,0,f0,1d,46,396.522696,173.49393382325582,17.6367104
79,c4,85,c0,0,f0,1d,46,396.572695,173.30099559069765,17.6367104
3b,e6,a1,c0,0,f0,1d,46,396.622702,173.60969977674415,17.6367104
30,67,6f,c0,0,f0,1d,46,396.672705,173.0555805767442,17.6367104
14,3d,4c,c0,0,f0,1d,46,396.722708,172.66970411162788,17.6367104
f8,12,29,c0,0,f0,1d,46,396.772712,172.28382764651167,17.6367104
f3,4f,1e,c1,0,f0,1d,46,396.822713,174.97494167441857,17.6367104
ec,ad,dd,c0,0,f0,1d,46,396.872716,174.26569428837206,17.6367104
6e,45,53,c0,0,f0,1d,46,396.922719,172.7468763906977,17.6367104
ac,23,37,c0,0,f0,1d,46,396.972726,172.4381722046511,17.6367104
d6,5e,68,c0,0,f0,1d,46,397.022727,172.9784082976745,17.6367104
c8,4d,5a,c0,0,f0,1d,46,397.072729,172.82404866976742,17.6367104
14,3d,4c,c0,0,f0,1d,46,397.122735,172.66970411162788,17.6367104
6,2c,3e,c0,0,f0,1d,46,397.17274,172.51534448372092,17.6367104
1c,f7,af,c0,0,f0,1d,46,397.222744,173.7640518697674,17.6367104
de,18,cc,c0,0,f0,1d,46,397.272744,174.072756055814,17.6367104
cd,be,eb,c0,0,f0,1d,46,397.322748,174.4200463813953,17.6367104
81,4b,f6,c0,0,f0,1d,46,397.372752,174.53581233488376,17.6367104
81,4b,f6,c0,0,f0,1d,46,397.422756,174.53581233488376,17.6367104
b8,f8,a,c1,0,f0,1d,46,397.47276,174.76270660465116,17.6367104
b8,f8,a,c1,0,f0,1d,46,397.522762,174.76270660465116,17.6367104
56,c3,13,c1,0,f0,1d,46,397.572764,174.859179572093,17.6367104
74,b2,5,c1,0,f0,1d,46,397.622769,174.70482731162792,17.6367104
5b,2b,35,c1,0,f0,1d,46,397.672771,175.2257628837209,17.6367104
74,b2,5,c1,0,f0,1d,46,397.722775,174.70482731162792,17.6367104
82,47,17,c1,0,f0,1d,46,397.772776,174.8977655441861,17.6367104
8b,74,7,c1,0,f0,1d,46,397.82278,174.72412046511636,17.6367104
31,2e,2,c1,0,f0,1d,46,397.872779,174.66623748837208,17.6367104
27,43,ef,c0,0,f0,1d,46,397.922785,174.45864005581393,17.6367104
a0,3a,e8,c0,0,f0,1d,46,397.972795,174.3814602418604,17.6367104
8b,74,7,c1,0,f0,1d,46,398.022795,174.72412046511636,17.6367104
82,47,17,c1,0,f0,1d,46,398.072801,174.8977655441861,17.6367104
4,4,7f,c1,0,f0,1d,46,398.122805,176.03611333953495,17.6367104
12,3f,10,c1,0,f0,1d,46,398.172807,174.82058958139532,17.6367104
31,2e,2,c1,0,f0,1d,46,398.22281,174.66623748837208,17.6367104
e5,ba,c,c1,0,f0,1d,46,398.272813,174.7820034418604,17.6367104
82,47,17,c1,0,f0,1d,46,398.322816,174.8977655441861,17.6367104
28,1,12,c1,0,f0,1d,46,398.372821,174.83988256744192,17.6367104
88,ed,36,c1,0,f0,1d,46,398.422824,175.24505972093027,17.6367104
3c,3c,43,c1,0,f0,1d,46,398.472832,175.38011497674415,17.6367104
9f,2d,89,c1,0,f0,1d,46,398.52283,176.14763146046505,17.6367104
94,79,c8,c1,0,f0,1d,46,398.572833,176.84221596279065,17.6367104
47,26,14,c2,0,f0,1d,46,398.622829,177.67262896744182,17.6367104
6e,6f,36,c2,0,f0,1d,46,398.672833,178.0488626232558,17.6367104
3b,72,53,c2,0,f0,1d,46,398.72284,178.36721330232558,17.6367104
78,23,6f,c2,0,f0,1d,46,398.772842,178.6710943255814,17.6367104
3f,d5,87,c2,0,f0,1d,46,398.822848,178.9420780465116,17.6367104
6d,a5,a2,c2,0,f0,1d,46,398.87285,179.23631190697665,17.6367104
ed,bb,c2,c2,0,f0,1d,46,398.922851,179.58842740465104,17.6367104
1d,b9,e1,c2,0,f0,1d,46,398.972856,179.9284844093023,17.6367104
85,3a,f0,c2,0,f0,1d,46,399.022859,180.08765999999991,17.6367104
a1,fc,f1,c2,0,f0,1d,46,399.072863,180.10695399069766,17.6367104
7b,86,f3,c2,0,f0,1d,46,399.122871,180.12383648372088,17.6367104
e6,34,f2,c2,0,f0,1d,46,399.172874,180.1093659906977,17.6367104
a1,fc,f1,c2,0,f0,1d,46,399.222878,180.10695399069766,17.6367104
cc,9f,f4,c2,0,f0,1d,46,399.27288,180.13589514418595,17.6367104
45,2f,f4,c2,0,f0,1d,46,399.322884,180.1310716465116,17.6367104
45,2f,f4,c2,0,f0,1d,46,399.372888,180.1310716465116,17.6367104
53,10,f5,c2,0,f0,1d,46,399.422888,180.14071864186042,17.6367104
48,5c,f8,c2,0,f0,1d,46,399.472895,180.17689495813954,17.6367104
2e,c7,fa,c2,0,f0,1d,46,399.522897,180.2034241116279,17.6367104
fb,9c,ff,c2,0,f0,1d,46,399.572908,180.25648258604656,17.6367104
8c,af,0,c3,0,f0,1d,46,399.622903,180.26825190697673,17.6367104
f9,8a,3,c3,0,f0,1d,46,399.672912,180.29960455813955,17.6367104
2e,c7,fa,c2,0,f0,1d,46,399.722911,180.2034241116279,17.6367104
b9,64,ff,c2,0,f0,1d,46,399.772916,180.25407108837203,17.6367104
8e,c1,fc,c2,0,f0,1d,46,399.82292,180.22512993488363,17.6367104
4a,89,fc,c2,0,f0,1d,46,399.872923,180.22271810232553,17.6367104
c3,18,fc,c2,0,f0,1d,46,399.922926,180.21789460465118,17.6367104
b5,37,fb,c2,0,f0,1d,46,399.972927,180.20824760930225,17.6367104
dd,ad,f9,c2,0,f0,1d,46,400.022933,180.19136545116282,17.6367104
be,be,f3,c2,0,f0,1d,46,400.072935,180.12624814883725,17.6367104
5b,97,ed,c2,0,f0,1d,46,400.12294,180.05871901395346,17.6367104
5,24,e4,c2,0,f0,1d,46,400.172945,179.95501389767435,17.6367104
72,ff,d2,c2,0,f0,1d,46,400.222948,179.76689715348834,17.6367104
b4,a,bb,c2,0,f0,1d,46,400.272951,179.50401644651163,17.6367104
a,7e,9c,c2,0,f0,1d,46,400.322956,179.16878277209298,17.6367104
52,da,74,c2,0,f0,1d,46,400.372957,178.73379962790693,17.6367104
7c,7d,27,c2,0,f0,1d,46,400.422965,177.8848630325581,17.6367104
18,90,c0,c1,0,f0,1d,46,400.472967,176.75539333953486,17.6367104
f0,73,de,c1,0,f0,1d,46,400.52297,177.08339051162784,17.6367104
1b,17,91,c1,0,f0,1d,46,400.572973,176.23445408372095,17.6367104
97,0,99,c1,0,f0,1d,46,400.622976,176.32127670697662,17.6367104
1e,ea,a0,c1,0,f0,1d,46,400.672981,176.40810117209298,17.6367104
86,c5,b7,c1,0,f0,1d,46,400.722983,176.6589223813953,17.6367104
29,cb,a1,c1,0,f0,1d,46,400.772986,176.41774766511628,17.6367104
8c,1f,98,c1,0,f0,1d,46,400.822991,176.31163021395355,17.6367104
97,0,99,c1,0,f0,1d,46,400.872993,176.32127670697662,17.6367104
3d,d9,92,c1,0,f0,1d,46,400.922998,176.25374907906973,17.6367104
ed,41,7d,c1,0,f0,1d,46,400.973001,176.01682018604652,17.6367104
24,44,81,c1,0,f0,1d,46,401.023006,176.0608090046511,17.6367104
ac,44,4a,c1,0,f0,1d,46,401.073006,175.4572909395348,17.6367104
80,c0,46,c1,0,f0,1d,46,401.123011,175.41870496744184,17.6367104
26,7a,41,c1,0,f0,1d,46,401.173015,175.36082199069767,17.6367104
ea,22,2e,c1,0,f0,1d,46,401.223017,175.1485867534883,17.6367104
1a,6c,0,c1,0,f0,1d,46,401.273024,174.64694433488376,17.6367104
79,c4,85,c0,0,f0,1d,46,401.323024,173.30099559069765,17.6367104
c6,79,21,40,0,f0,1d,46,401.373027,-187.37821071627906,17.6367104
c0,18,ea,bd,0,f0,1d,46,401.423031,165.974330344186,17.6367104
5a,d5,93,c0,0,f0,1d,46,401.473034,173.4553476837209,17.6367104
a0,3a,e8,c0,0,f0,1d,46,401.523038,174.3814602418604,17.6367104
82,47,17,c1,0,f0,1d,46,401.573043,174.8977655441861,17.6367104
67,a9,85,c1,0,f0,1d,46,401.623044,176.10904347906978,17.6367104
48,5c,f8,c2,0,f0,1d,46,404.02321,180.17689495813954,17.6367104
56,3d,f9,c2,0,f0,1d,46,404.073216,180.18654195348836,17.6367104
3c,a8,fb,c2,0,f0,1d,46,404.12322,180.21307110697683,17.6367104
aa,83,fe,c2,0,f0,1d,46,404.173222,180.24442392558137,17.6367104
7,51,fc,c2,0,f0,1d,46,404.223225,180.22030643720927,17.6367104
e3,22,0,c3,0,f0,1d,46,404.273228,180.26222249302327,17.6367104
8,6c,4,c3,0,f0,1d,46,404.323231,180.3092517209302,17.6367104
64,39,2,c3,0,f0,1d,46,404.373233,180.28513406511627,17.6367104
86,55,2,c3,0,f0,1d,46,404.423236,180.28633998139526,17.6367104
64,39,2,c3,0,f0,1d,46,404.473241,180.28513406511627,17.6367104
43,1d,2,c3,0,f0,1d,46,404.523244,180.283928316279,17.6367104
64,39,2,c3,0,f0,1d,46,404.573245,180.28513406511627,17.6367104
86,55,2,c3,0,f0,1d,46,404.623252,180.28633998139526,17.6367104
43,1d,2,c3,0,f0,1d,46,404.673255,180.283928316279,17.6367104
ae,cb,0,c3,0,f0,1d,46,404.723258,180.26945782325583,17.6367104
66,4b,fe,c2,0,f0,1d,46,404.773263,180.24201209302316,17.6367104
2,f7,f3,c2,0,f0,1d,46,404.823266,180.12865998139534,17.6367104
e2,7,ee,c2,0,f0,1d,46,404.873269,180.06354251162793,17.6367104
15,32,e9,c2,0,f0,1d,46,404.923272,180.01048403720927,17.6367104
b0,dd,de,c2,0,f0,1d,46,404.973275,179.8971317581395,17.6367104
c8,4d,5a,c0,0,f0,1d,46,405.373304,172.82404866976742,17.6367104
3e,78,7d,c0,0,f0,1d,46,405.423309,173.20994020465116,17.6367104
7a,1a,27,c1,0,f0,1d,46,405.473312,175.07141079069766,17.6367104
4,55,8f,c1,0,f0,1d,46,405.523316,176.2151609302325,17.6367104
dd,38,ad,c1,0,f0,1d,46,405.573318,176.54315826976745,17.6367104
75,8a,d6,c1,0,f0,1d,46,405.62332,176.9965680558139,17.6367104
3e,72,3,c2,0,f0,1d,46,405.673326,177.4893362232557,17.6367104
9e,99,9,c2,0,f0,1d,46,405.723327,177.55686485581396,17.6367104
40,cc,b,c2,0,f0,1d,46,405.773332,177.58098217674421,17.6367104
a,9,f0,c1,0,f0,1d,46,405.823338,177.2763307534883,17.6367104
99,0,e9,c1,0,f0,1d,46,405.873339,177.19915462325582,17.6367104
e0,b,bd,c1,0,f0,1d,46,405.923342,176.71680535813948,17.6367104
7e,6b,87,c1,0,f0,1d,46,405.973346,176.1283366325581,17.6367104
e8,19,ae,c1,0,f0,1d,46,406.02335,176.55280476279074,17.6367104
77,93,56,c1,0,f0,1d,46,406.073352,175.59235004651157,17.6367104
8e,55,58,c1,0,f0,1d,46,406.123355,175.6116431999999,17.6367104
80,c0,46,c1,0,f0,1d,46,406.173361,175.41870496744184,17.6367104
f8,f5,3d,c1,0,f0,1d,46,406.223364,175.32223568372092,17.6367104
74,b2,5,c1,0,f0,1d,46,406.273366,174.70482731162792,17.6367104
49,7b,b3,c0,0,f0,1d,46,406.32337,173.8026380093022,17.6367104
79,c4,85,c0,0,f0,1d,46,406.373372,173.30099559069765,17.6367104
6,2c,3e,c0,0,f0,1d,46,406.423378,172.51534448372092,17.6367104
0,cd,8c,c0,0,f0,1d,46,406.473381,173.3781754046512,17.6367104
84,10,c5,c0,0,f0,1d,46,406.523383,173.99558377674418,17.6367104
e5,ba,c,c1,0,f0,1d,46,406.573388,174.7820034418604,17.6367104
88,ed,36,c1,0,f0,1d,46,406.62339,175.24505972093027,17.6367104
2e,a7,31,c1,0,f0,1d,46,406.673394,175.1871767441861,17.6367104
3c,3c,43,c1,0,f0,1d,46,406.7234,175.38011497674415,17.6367104
dc,8d,1c,c1,0,f0,1d,46,406.773399,174.95564852093014,17.6367104
73,b6,e4,c0,0,f0,1d,46,406.823404,174.3428741023256,17.6367104
82,e8,5,c0,0,f0,1d,46,406.873409,171.8979361116278,17.6367104
f8,ca,43,3f,0,f0,1d,46,406.923409,-189.81084055813952,17.6367104
6c,71,1a,40,0,f0,1d,46,406.973414,-187.45538299534886,17.6367104
65,21,d3,c0,0,f0,1d,46,407.023417,174.14993586976743,17.6367104
88,eb,29,bf,0,f0,1d,46,407.073421,169.48390236279067,17.6367104
6e,45,53,c0,0,f0,1d,46,407.123422,172.7468763906977,17.6367104
73,b6,e4,c0,0,f0,1d,46,407.173421,174.3428741023256,17.6367104
de,18,cc,c0,0,f0,1d,46,407.223424,174.072756055814,17.6367104
81,4b,f6,c0,0,f0,1d,46,407.273436,174.53581233488376,17.6367104
cd,be,eb,c0,0,f0,1d,46,407.323437,174.4200463813953,17.6367104
27,43,ef,c0,0,f0,1d,46,407.373444,174.45864005581393,17.6367104
31,2e,2,c1,0,f0,1d,46,407.423445,174.66623748837208,17.6367104
73,b6,e4,c0,0,f0,1d,46,407.473447,174.3428741023256,17.6367104
2a,8c,c1,c0,0,f0,1d,46,407.523454,173.95699010232556,17.6367104
4c,40,82,c0,0,f0,1d,46,407.573455,173.26240945116285,17.6367104
79,c4,85,c0,0,f0,1d,46,407.623451,173.30099559069765,17.6367104
a6,48,89,c0,0,f0,1d,46,407.673456,173.33958173023257,17.6367104
5a,d5,93,c0,0,f0,1d,46,407.723458,173.4553476837209,17.6367104
c2,ee,a8,c0,0,f0,1d,46,407.773462,173.68687959069769,17.6367104
20,8a,5c,3e,0,f0,1d,46,407.823471,-192.34849160930233,17.6367104
cf,19,9e,40,0,f0,1d,46,407.873469,-186.01064053953488,17.6367104
2e,93,36,40,0,f0,1d,46,407.923474,-187.14667880930236,17.6367104
41,b6,84,41,0,f0,1d,46,407.973478,-183.48003644651163,17.6367104
3b,5c,a4,41,0,f0,1d,46,408.023479,-183.13274427906975,17.6367104
87,1b,d9,41,0,f0,1d,46,408.073483,-182.55392388837208,17.6367104
43,a4,c,42,0,f0,1d,46,408.123487,-181.98841579534883,17.6367104
ef,5d,7,42,0,f0,1d,46,408.173491,-182.04629776744187,17.6367104
80,55,28,42,0,f0,1d,46,408.223495,-181.68453477209303,17.6367104
b2,7f,4b,42,0,f0,1d,46,408.273497,-181.29865462325583,17.6367104
c2,8d,64,42,0,f0,1d,46,408.3235,-181.0237150883721,17.6367104
ad,ef,86,42,0,f0,1d,46,408.373508,-180.64641985116282,17.6367104
4b,c8,a8,42,0,f0,1d,46,408.423514,-180.275010027907,17.6367104
be,2a,cc,42,0,f0,1d,46,408.473517,-179.88671854883722,17.6367104
98,e1,d1,42,0,f0,1d,46,408.523517,-179.82401324651164,17.6367104
a9,c2,d2,42,0,f0,1d,46,408.573522,-179.8143657488372,17.6367104
63,8a,d2,42,0,f0,1d,46,408.623525,-179.81677791627905,17.6367104
a9,c2,d2,42,0,f0,1d,46,408.67353,-179.8143657488372,17.6367104
de,19,d2,42,0,f0,1d,46,408.723533,-179.82160107906975,17.6367104
fa,db,d3,42,0,f0,1d,46,409.073558,-179.8023070883721,17.6367104
de,19,d2,42,0,f0,1d,46,409.123561,-179.82160107906975,17.6367104
a9,c2,d2,42,0,f0,1d,46,409.173563,-179.8143657488372,17.6367104
a9,c2,d2,42,0,f0,1d,46,409.223567,-179.8143657488372,17.6367104
a9,c2,d2,42,0,f0,1d,46,409.273571,-179.8143657488372,17.6367104
74,6b,d3,42,0,f0,1d,46,409.323575,-179.80713041860466,17.6367104
a9,c2,d2,42,0,f0,1d,46,409.37358,-179.8143657488372,17.6367104
98,e1,d1,42,0,f0,1d,46,409.423584,-179.82401324651164,17.6367104
86,a6,dc,42,0,f0,1d,46,409.473586,-179.70583713488372,17.6367104
63,8a,d2,42,0,f0,1d,46,409.523589,-179.81677791627905,17.6367104
a9,c2,d2,42,0,f0,1d,46,409.573593,-179.8143657488372,17.6367104
ee,fa,d2,42,0,f0,1d,46,409.623597,-179.81195374883723,17.6367104
8d,0,d1,42,0,f0,1d,46,409.6736,-179.83365973953485,17.6367104
8d,0,d1,42,0,f0,1d,46,409.723604,-179.83365973953485,17.6367104
71,3e,cf,42,0,f0,1d,46,409.773606,-179.85295373023257,17.6367104
fd,8,c4,42,0,f0,1d,46,409.82361,-179.97595317209303,17.6367104
5a,d6,ad,42,0,f0,1d,46,409.873613,-180.21954005581392,17.6367104
66,8a,82,42,0,f0,1d,46,409.923617,-180.69465499534886,17.6367104
5b,df,15,42,0,f0,1d,46,409.973622,-181.88712150697674,17.6367104
20,9f,13,41,0,f0,1d,46,410.023627,-184.7210299534884,17.6367104
